FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2022-2023,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Women known to be non-smokers at time of delivery,1814
2022-2023,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Women known to be smokers at time of delivery,151
2022-2023,1,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",Women whose smoking status was not known at time of delivery,0
2022-2023,1,E38000045,NHS Dorset ICB - 11J,Number of maternities,1293
2022-2023,1,E38000045,NHS Dorset ICB - 11J,Women known to be non-smokers at time of delivery,1106
2022-2023,1,E38000045,NHS Dorset ICB - 11J,Women known to be smokers at time of delivery,122
2022-2023,1,E38000045,NHS Dorset ICB - 11J,Women whose smoking status was not known at time of delivery,65
2022-2023,1,E38000062,NHS Gloucestershire ICB - 11M,Number of maternities,1402
2022-2023,1,E38000062,NHS Gloucestershire ICB - 11M,Women known to be non-smokers at time of delivery,1245
2022-2023,1,E38000062,NHS Gloucestershire ICB - 11M,Women known to be smokers at time of delivery,128
2022-2023,1,E38000062,NHS Gloucestershire ICB - 11M,Women whose smoking status was not known at time of delivery,29
2022-2023,1,E38000239,NHS Norfolk and Waveney ICB - 26A,Number of maternities,1973
2022-2023,1,E38000239,NHS Norfolk and Waveney ICB - 26A,Women known to be non-smokers at time of delivery,1742
2022-2023,1,E38000239,NHS Norfolk and Waveney ICB - 26A,Women known to be smokers at time of delivery,212
2022-2023,1,E38000239,NHS Norfolk and Waveney ICB - 26A,Women whose smoking status was not known at time of delivery,19
2022-2023,1,E38000086,NHS Suffolk and North East Essex ICB - 06L,Number of maternities,842
2022-2023,1,E38000086,NHS Suffolk and North East Essex ICB - 06L,Women known to be non-smokers at time of delivery,785
2022-2023,1,E38000086,NHS Suffolk and North East Essex ICB - 06L,Women known to be smokers at time of delivery,55
2022-2023,1,E38000086,NHS Suffolk and North East Essex ICB - 06L,Women whose smoking status was not known at time of delivery,2
2022-2023,1,E38000117,NHS Suffolk and North East Essex ICB - 06T,Number of maternities,774
2022-2023,1,E38000117,NHS Suffolk and North East Essex ICB - 06T,Women known to be non-smokers at time of delivery,671
2022-2023,1,E38000117,NHS Suffolk and North East Essex ICB - 06T,Women known to be smokers at time of delivery,102
2022-2023,1,E38000117,NHS Suffolk and North East Essex ICB - 06T,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000204,NHS Suffolk and North East Essex ICB - 07K,Number of maternities,518
2022-2023,1,E38000204,NHS Suffolk and North East Essex ICB - 07K,Women known to be non-smokers at time of delivery,422
2022-2023,1,E38000204,NHS Suffolk and North East Essex ICB - 07K,Women known to be smokers at time of delivery,40
2022-2023,1,E38000204,NHS Suffolk and North East Essex ICB - 07K,Women whose smoking status was not known at time of delivery,56
2022-2023,1,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Number of maternities,2773
2022-2023,1,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Women known to be non-smokers at time of delivery,2048
2022-2023,1,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Women known to be smokers at time of delivery,154
2022-2023,1,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",Women whose smoking status was not known at time of delivery,571
2022-2023,1,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Number of maternities,1359
2022-2023,1,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Women known to be non-smokers at time of delivery,1258
2022-2023,1,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Women known to be smokers at time of delivery,81
2022-2023,1,E38000049,NHS Hertfordshire and West Essex ICB - 06K,Women whose smoking status was not known at time of delivery,20
2022-2023,1,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Number of maternities,1463
2022-2023,1,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Women known to be non-smokers at time of delivery,1362
2022-2023,1,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Women known to be smokers at time of delivery,86
2022-2023,1,E38000079,NHS Hertfordshire and West Essex ICB - 06N,Women whose smoking status was not known at time of delivery,15
2022-2023,1,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Number of maternities,784
2022-2023,1,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Women known to be non-smokers at time of delivery,673
2022-2023,1,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Women known to be smokers at time of delivery,52
2022-2023,1,E38000197,NHS Hertfordshire and West Essex ICB - 07H,Women whose smoking status was not known at time of delivery,59
2022-2023,1,E38000007,NHS Mid and South Essex ICB - 99E,Number of maternities,535
2022-2023,1,E38000007,NHS Mid and South Essex ICB - 99E,Women known to be non-smokers at time of delivery,473
2022-2023,1,E38000007,NHS Mid and South Essex ICB - 99E,Women known to be smokers at time of delivery,62
2022-2023,1,E38000007,NHS Mid and South Essex ICB - 99E,Women whose smoking status was not known at time of delivery,0
2022-2023,1,E38000030,NHS Mid and South Essex ICB - 99F,Number of maternities,377
2022-2023,1,E38000030,NHS Mid and South Essex ICB - 99F,Women known to be non-smokers at time of delivery,336
2022-2023,1,E38000030,NHS Mid and South Essex ICB - 99F,Women known to be smokers at time of delivery,22
2022-2023,1,E38000030,NHS Mid and South Essex ICB - 99F,Women whose smoking status was not known at time of delivery,19
2022-2023,1,E38000106,NHS Mid and South Essex ICB - 06Q,Number of maternities,937
2022-2023,1,E38000106,NHS Mid and South Essex ICB - 06Q,Women known to be non-smokers at time of delivery,881
2022-2023,1,E38000106,NHS Mid and South Essex ICB - 06Q,Women known to be smokers at time of delivery,55
2022-2023,1,E38000106,NHS Mid and South Essex ICB - 06Q,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000168,NHS Mid and South Essex ICB - 99G,Number of maternities,445
2022-2023,1,E38000168,NHS Mid and South Essex ICB - 99G,Women known to be non-smokers at time of delivery,382
2022-2023,1,E38000168,NHS Mid and South Essex ICB - 99G,Women known to be smokers at time of delivery,30
2022-2023,1,E38000168,NHS Mid and South Essex ICB - 99G,Women whose smoking status was not known at time of delivery,33
2022-2023,1,E38000185,NHS Mid and South Essex ICB - 07G,Number of maternities,422
2022-2023,1,E38000185,NHS Mid and South Essex ICB - 07G,Women known to be non-smokers at time of delivery,374
2022-2023,1,E38000185,NHS Mid and South Essex ICB - 07G,Women known to be smokers at time of delivery,45
2022-2023,1,E38000185,NHS Mid and South Essex ICB - 07G,Women whose smoking status was not known at time of delivery,3
2022-2023,1,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Number of maternities,2270
2022-2023,1,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women known to be non-smokers at time of delivery,1972
2022-2023,1,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women known to be smokers at time of delivery,185
2022-2023,1,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,Women whose smoking status was not known at time of delivery,113
2022-2023,1,E38000068,NHS Cheshire and Merseyside ICB - 01F,Number of maternities,201
2022-2023,1,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women known to be non-smokers at time of delivery,164
2022-2023,1,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women known to be smokers at time of delivery,37
2022-2023,1,E38000068,NHS Cheshire and Merseyside ICB - 01F,Women whose smoking status was not known at time of delivery,0
2022-2023,1,E38000091,NHS Cheshire and Merseyside ICB - 01J,Number of maternities,472
2022-2023,1,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women known to be non-smokers at time of delivery,423
2022-2023,1,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women known to be smokers at time of delivery,48
2022-2023,1,E38000091,NHS Cheshire and Merseyside ICB - 01J,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000101,NHS Cheshire and Merseyside ICB - 99A,Number of maternities,1231
2022-2023,1,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women known to be non-smokers at time of delivery,1101
2022-2023,1,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women known to be smokers at time of delivery,127
2022-2023,1,E38000101,NHS Cheshire and Merseyside ICB - 99A,Women whose smoking status was not known at time of delivery,3
2022-2023,1,E38000161,NHS Cheshire and Merseyside ICB - 01T,Number of maternities,378
2022-2023,1,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women known to be non-smokers at time of delivery,348
2022-2023,1,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women known to be smokers at time of delivery,29
2022-2023,1,E38000161,NHS Cheshire and Merseyside ICB - 01T,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000170,NHS Cheshire and Merseyside ICB - 01V,Number of maternities,237
2022-2023,1,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women known to be non-smokers at time of delivery,222
2022-2023,1,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women known to be smokers at time of delivery,14
2022-2023,1,E38000170,NHS Cheshire and Merseyside ICB - 01V,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000172,NHS Cheshire and Merseyside ICB - 01X,Number of maternities,444
2022-2023,1,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women known to be non-smokers at time of delivery,379
2022-2023,1,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women known to be smokers at time of delivery,65
2022-2023,1,E38000172,NHS Cheshire and Merseyside ICB - 01X,Women whose smoking status was not known at time of delivery,0
2022-2023,1,E38000194,NHS Cheshire and Merseyside ICB - 02E,Number of maternities,48
2022-2023,1,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women known to be non-smokers at time of delivery,45
2022-2023,1,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women known to be smokers at time of delivery,2
2022-2023,1,E38000194,NHS Cheshire and Merseyside ICB - 02E,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000208,NHS Cheshire and Merseyside ICB - 12F,Number of maternities,702
2022-2023,1,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women known to be non-smokers at time of delivery,603
2022-2023,1,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women known to be smokers at time of delivery,85
2022-2023,1,E38000208,NHS Cheshire and Merseyside ICB - 12F,Women whose smoking status was not known at time of delivery,14
2022-2023,1,E38000233,NHS Cheshire and Merseyside ICB - 27D,Number of maternities,916
2022-2023,1,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women known to be non-smokers at time of delivery,797
2022-2023,1,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women known to be smokers at time of delivery,116
2022-2023,1,E38000233,NHS Cheshire and Merseyside ICB - 27D,Women whose smoking status was not known at time of delivery,3
2022-2023,1,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Number of maternities,520
2022-2023,1,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women known to be non-smokers at time of delivery,451
2022-2023,1,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women known to be smokers at time of delivery,66
2022-2023,1,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,Women whose smoking status was not known at time of delivery,3
2022-2023,1,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Number of maternities,385
2022-2023,1,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women known to be non-smokers at time of delivery,319
2022-2023,1,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women known to be smokers at time of delivery,65
2022-2023,1,E38000015,NHS Lancashire and South Cumbria ICB - 00R,Women whose smoking status was not known at time of delivery,1
2022-2023,1,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Number of maternities,409
2022-2023,1,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women known to be non-smokers at time of delivery,337
2022-2023,1,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women known to be smokers at time of delivery,37
2022-2023,1,E38000034,NHS Lancashire and South Cumbria ICB - 00X,Women whose smoking status was not known at time of delivery,35
2022-2023,1,E38000050,NHS Lancashire and South Cumbria ICB - 01A,Number of maternities,1002
